"id","WT-1_fpkm","WT-2_fpkm","WT-3_fpkm","KO-1_fpkm","KO-2_fpkm","KO-3_fpkm","WT-12h-1_fpkm","WT-12h-2_fpkm","WT-12h-3_fpkm","WT-24h-1_fpkm","WT-24h-2_fpkm","WT-24h-3_fpkm","KO-12h-1_fpkm","KO-12h-2_fpkm","KO-12h-3_fpkm","KO-24h-1_fpkm","KO-24h-2_fpkm","KO-24h-3_fpkm","WT-1_count","WT-2_count","WT-3_count","KO-1_count","KO-2_count","KO-3_count","WT-12h-1_count","WT-12h-2_count","WT-12h-3_count","WT-24h-1_count","WT-24h-2_count","WT-24h-3_count","KO-12h-1_count","KO-12h-2_count","KO-12h-3_count","KO-24h-1_count","KO-24h-2_count","KO-24h-3_count","Symbol","Description","KEGG_A_class","KEGG_B_class","Pathway","K_ID","GO Component","GO Function","GO Process"
"C2R79_RS04140",161.01,165.15,175.7,326.2,324.23,320.36,68.44,74.94,80.94,40.91,37.35,39.35,98.41,73.37,95.83,56.04,43.46,71.56,324,315,607,429,598,403,257,186,227,141,125,151,132,92,145,114,68,119,"rpsG","30S ribosomal protein S7 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02992","GO:0044391//ribosomal subunit","GO:0003723//RNA binding;GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS04145",251.92,260.12,255.36,511.45,529.7,546.32,551.22,512.5,512.2,261.5,250.26,248.04,615.06,577.7,632.72,445.17,380.39,449.54,2252,2204,3919,2988,4340,3053,9195,5651,6381,4004,3721,4228,3665,3218,4253,4023,2644,3321,"fusA","elongation factor G [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04155",16724.66,16529.71,16841.89,24884.12,25115.23,24213.15,9517.58,8464.69,9221.3,40172.01,38536.75,38361.75,12869.65,12614.38,13312.15,42875.84,39777.34,37926.71,19632,18391,33941,19090,27021,17768,20848,12256,15085,80771,75239,85865,10070,9227,11750,50880,36306,36792,"--","flagellar protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04160",7.31,7.48,7.35,11.52,11.12,13.82,20.53,17.96,19.07,11.12,10.39,10.34,29.24,21.68,25.04,15.56,7.69,17.15,33,32,57,34,46,39,173,100,120,86,78,89,88,61,85,71,27,64,"opsX","lipopolysaccharide heptosyltransferase II [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Glycan biosynthesis and metabolism","ko01100//Metabolic pathways;ko00540//Lipopolysaccharide biosynthesis","K02843;K02843","-","-","-"
"C2R79_RS04165",145.6,143.64,141.79,268.3,277.99,263.13,265.58,255.8,272.23,215.26,227.47,213.47,308.47,331.66,289.75,287.18,300,274.22,832,778,1391,1002,1456,940,2832,1803,2168,2107,2162,2326,1175,1181,1245,1659,1333,1295,"hisS","histidine--tRNA ligase [Helicobacter pylori]","Genetic Information Processing","Translation","ko00970//Aminoacyl-tRNA biosynthesis","K01892","-","-","-"
"C2R79_RS04170",175.38,169,181.27,366.12,374.89,317.71,336.3,309.18,314.53,285.9,283.28,271.82,429.67,394.73,384.76,369.06,333.58,357.38,785,717,1393,1071,1538,889,2809,1707,1962,2192,2109,2320,1282,1101,1295,1670,1161,1322,"asd","aspartate-semialdehyde dehydrogenase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism;Amino acid metabolism;Amino acid metabolism;Global and overview maps;Biosynthesis of other secondary metabolites","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01230//Biosynthesis of amino acids;ko00270//Cysteine and methionine metabolism;ko00260//Glycine, serine and threonine metabolism;ko00300//Lysine biosynthesis;ko01210//2-Oxocarboxylic acid metabolism;ko00261//Monobactam biosynthesis","K00133;K00133;K00133;K00133;K00133;K00133;K00133;K00133;K00133","-","-","-"
"C2R79_RS04175",4.18,1.47,1.35,7.1,9.62,8.17,1.49,0.75,0.67,1.9,1.12,2.19,0.7,1.49,1.85,2.3,0,1.12,9,3,5,10,19,11,6,2,2,7,4,9,1,2,3,5,0,2,"--","DUF874 family protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04180",0.75,0,3.92,19.45,12.24,5.98,0.8,2.43,1.07,1.75,0.9,0.39,0,2.4,5.97,1.48,0,0.9,1,0,9,17,15,5,2,4,2,4,2,1,0,2,6,2,0,1,"--","DUF874 family protein, partial [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04190",0.66,0,0.39,0,2.17,1.06,0,0,0,1.55,0.8,0.35,0,2.13,0,0,0,0,1,0,1,0,3,1,0,0,0,4,2,1,0,2,0,0,0,0,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04205",62.54,84.54,65.27,153.51,129.36,152.15,29.32,34.86,26.18,19.02,13.32,17.77,40.07,39.73,48.52,19.33,24.3,34.68,96,123,172,154,182,146,84,66,56,50,34,52,41,38,56,30,29,44,"rplS","50S ribosomal protein L19 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02884","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS04210",12.81,11.74,11.78,37.65,51.12,46.91,397.91,366.17,395.92,90.72,112.47,104.29,328.67,341.85,354.57,117.36,113.57,101.56,38,33,60,73,139,87,2203,1340,1637,461,555,590,650,632,791,352,262,249,"trmD","tRNA (guanosine(37)-N1)-methyltransferase TrmD [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04215",67.89,80.46,70.05,175.04,162.31,154.17,809.09,774.24,812.16,303.12,333.82,300.63,838.62,866.15,873.27,383.01,422.52,399.57,162,182,287,273,355,230,3603,2279,2701,1239,1325,1368,1334,1288,1567,924,784,788,"rimM","ribosome maturation factor RimM [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04220",271.33,291.2,309.08,548.11,512.6,423.34,68.76,79.65,69.53,32.38,22.1,25.59,110.28,97.6,71.1,55.53,46.41,50.14,406,413,794,536,703,396,192,147,145,83,55,73,110,91,80,84,54,62,"--","KH domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04225",55.37,41.43,50.43,80.11,104.35,69.25,29.67,33.47,19.51,14.11,13.92,8.98,33.23,43.62,36.15,20.91,10.36,26.8,55,39,86,52,95,43,55,41,27,24,23,17,22,27,27,21,8,22,"rpsP","30S ribosomal protein S16 [Helicobacter pylori]","Genetic Information Processing","Translation","ko03010//Ribosome","K02959","GO:0030529//intracellular ribonucleoprotein complex","GO:0005198//structural molecule activity","GO:0010467//gene expression"
"C2R79_RS04230",88.75,93.99,93.23,150.06,135.07,132.57,142.95,145.16,149.78,125.3,137.13,121.51,182.35,178.71,187.37,184.96,182.08,181.35,514,516,927,568,717,480,1545,1037,1209,1243,1321,1342,704,645,816,1083,820,868,"ffh","signal recognition particle protein [Helicobacter pylori]","Environmental Information Processing;Genetic Information Processing;Cellular Processes","Membrane transport;Folding, sorting and degradation;Cellular community - prokaryotes","ko03070//Bacterial secretion system;ko03060//Protein export;ko02024//Quorum sensing","K03106;K03106;K03106","-","-","-"
"C2R79_RS04235",32.86,33.73,28.81,78.54,76.44,75.29,92.56,94.17,93.16,52.31,48.96,54.86,114.17,117.99,117.15,117.88,121.4,124.86,370,360,557,578,789,530,1945,1308,1462,1009,917,1178,857,828,992,1342,1063,1162,"valS","valine--tRNA ligase [Helicobacter pylori]","Genetic Information Processing","Translation","ko00970//Aminoacyl-tRNA biosynthesis","K01873","-","-","-"
"C2R79_RS04240",539.82,591.17,549.17,164.85,136.2,118.54,360.45,329.04,374.26,151.75,112.75,102.54,177.87,197.59,150.1,27.63,25.66,34.49,947,983,1654,189,219,130,1180,712,915,456,329,343,208,216,198,49,35,50,"fliW1","flagellar assembly protein FliW [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04245",487.26,492.82,512.65,189.32,182.07,162.54,502.51,476.52,475.66,201.88,172.61,152.4,428.07,444.92,424.63,180.45,165.6,205.9,2225,2133,4019,565,762,464,4282,2684,3027,1579,1311,1327,1303,1266,1458,833,588,777,"murG","undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Helicobacter pylori]","Metabolism;Metabolism;Cellular Processes","Global and overview maps;Glycan biosynthesis and metabolism;Cell growth and death","ko01100//Metabolic pathways;ko00550//Peptidoglycan biosynthesis;ko04112//Cell cycle - Caulobacter","K02563;K02563;K02563","-","-","-"
"C2R79_RS04250",171.73,174.38,175.05,312.12,300.95,309.58,369.12,342.38,338.79,352.47,363.98,363.22,357.24,355.91,363.28,468.25,367.33,464.19,1544,1486,2702,1834,2480,1740,6193,3797,4245,5428,5443,6227,2141,1994,2456,4256,2568,3449,"--","Hop family outer membrane protein HopI [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04255",59.54,56.8,59.17,112.81,111.95,113.78,90.38,80.51,87.89,59.2,57.39,55.57,90.74,88.43,88.53,66.53,59.95,72.04,940,850,1604,1164,1620,1123,2663,1568,1934,1601,1507,1673,955,870,1051,1062,736,940,"--","Hop family outer membrane protein HopL [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04260",60.26,78.09,61,150.4,139.8,142.73,239.86,221.99,221.88,143.63,142.82,142.37,264.64,319.23,262.61,210.38,226.87,250.27,206,253,358,336,438,305,1530,936,1057,841,812,928,603,680,675,727,603,707,"proC","pyrroline-5-carboxylate reductase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Amino acid metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01230//Biosynthesis of amino acids;ko00330//Arginine and proline metabolism","K00286;K00286;K00286;K00286","-","-","-"
"C2R79_RS04265",7.4,5.05,5.58,18.66,24.23,17.42,11.9,8.83,10.94,3.31,6.81,3.88,9.15,11.18,15.64,9.91,11.76,6.85,17,11,22,28,51,25,51,25,35,13,26,17,14,16,27,23,21,13,"HI_0977","adenosine monophosphate-protein transferase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04280",260.22,260.81,245.67,633.75,621.65,670.34,592.65,591.14,597.9,427.27,461.2,453.19,583.13,506.33,511.89,216.11,254.48,234.84,480,456,778,764,1051,773,2040,1345,1537,1350,1415,1594,717,582,710,403,365,358,"ybeY","rRNA maturation RNase YbeY [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04285",3452.86,3637.93,3397.59,5411.23,5666.47,5756.29,160.13,174.07,166.21,283.63,243.5,240.49,237.53,142.5,208.07,313.24,292.46,293.36,7349,7339,12415,7527,11054,7659,636,457,493,1034,862,976,337,189,333,674,484,516,"fldA","flavodoxin [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04290",59.54,76.31,63.08,742.9,728.97,593.84,198.08,206.04,223.66,218.6,240.98,229.27,558.72,594.46,483.61,553.39,580.73,655.68,149,181,271,1215,1672,929,925,636,780,937,1003,1094,932,927,910,1400,1130,1356,"--","DedA family protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04295",78.73,108.63,94.54,116.77,124.23,118.2,3.89,4.91,4.35,8.49,4.37,2.54,10.9,1.94,3.22,4.79,1.56,2.93,65,85,134,63,94,61,6,5,5,12,6,4,6,1,2,4,1,2,"--","cbb3-type cytochrome oxidase assembly protein CcoS [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04300",715.47,713.32,704.45,1113.49,1118.94,1093.05,653.12,610.79,617.93,673.57,660.18,646.72,679.08,645.92,622.42,662.14,618.27,601.76,2981,2817,5039,3032,4273,2847,5078,3139,3588,4807,4575,5138,1886,1677,1950,2789,2003,2072,"TT_C0096","NAD(P)/FAD-dependent oxidoreductase [Helicobacter pylori]","Metabolism","Metabolism of other amino acids","ko00450//Selenocompound metabolism","K00384","-","-","-"
"C2R79_RS04305",14.02,17.12,15.05,22.07,25.13,28.52,95.22,105.07,105.51,55.55,66.36,59.78,113.29,120.87,105.76,47.75,59.25,41.45,70,81,129,72,115,89,887,647,734,475,551,569,377,376,397,241,230,171,"--","MFS transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04310",106.06,107.11,117.77,73.87,82.41,71.54,99.07,104.06,109.42,193.39,169.02,170.89,122.26,138.53,114.62,197.33,209.44,195.52,747,715,1424,340,532,315,1302,904,1074,2333,1980,2295,574,608,607,1405,1147,1138,"pgi","glucose-6-phosphate isomerase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01200//Carbon metabolism;ko00520//Amino sugar and nucleotide sugar metabolism;ko00010//Glycolysis / Gluconeogenesis;ko00030//Pentose phosphate pathway;ko00500//Starch and sucrose metabolism","K01810;K01810;K01810;K01810;K01810;K01810;K01810;K01810","-","-","-"
"C2R79_RS04315",660.27,689.84,662.98,1007.52,1013.37,1009.15,159.57,163.65,158.99,303.2,303.45,311.38,236.54,265.16,217.34,136.8,145.96,135.94,4020,3981,6930,4009,5655,3841,1813,1229,1349,3162,3073,3615,960,1006,995,842,691,684,"--","outer membrane beta-barrel protein HofH [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04320",371.29,371.69,385.11,594.29,559.23,551.29,320.39,310.47,325.32,466.28,488.66,473.02,421.54,447.9,446.66,728.61,736.04,709.46,3343,3172,5953,3497,4615,3103,5383,3448,4082,7191,7318,8121,2530,2513,3024,6632,5153,5279,"cstA","carbon starvation protein A [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04325",4.27,2.25,3.11,4.9,5.04,1.71,87.47,83.32,87.27,49.2,55.38,52.59,90.16,75.9,113.98,80.91,85.07,84.77,12,6,15,9,13,3,459,289,342,237,259,282,169,133,241,230,186,197,"patM","amino acid ABC transporter permease [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04330",4.15,2.19,4.43,11.12,8.68,4.98,32.46,18.52,26.57,14.55,14.98,17.06,39.98,33.32,34.06,28.41,14.69,23.87,12,6,22,21,23,9,175,66,107,72,72,94,77,60,74,83,33,57,"glnP","amino acid ABC transporter permease [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04335",43.59,34.82,40.62,32.39,34.65,33.37,74.74,78.5,76.4,53.44,66.08,51.11,97.15,83.44,101.86,68.06,80.08,74.97,140,106,224,68,102,67,448,311,342,294,353,313,208,167,246,221,200,199,"artM","amino acid ABC transporter ATP-binding protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04340",66.09,65.9,61.89,69.55,73.32,60.22,537.67,485.84,531.06,604.33,567.7,558.8,548.87,497.18,559.62,575.68,523.61,576.34,237,224,381,163,241,135,3598,2149,2654,3712,3386,3821,1312,1111,1509,2087,1460,1708,"--","transporter substrate-binding domain-containing protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04345",66.15,68.9,74.11,94.77,87.8,101.77,184.01,188.89,185.63,252.86,261.92,255.43,239.55,192.7,223.01,212.55,170.14,190.16,157,155,302,147,191,151,815,553,614,1028,1034,1156,379,285,398,510,314,373,"--","Uncharacterised protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04350",226.81,245.78,224.99,830.93,844.56,841.05,436.52,395.77,405.5,429.4,460.21,455.06,553,532.74,500.95,561.66,612.27,559.82,1182,1214,2013,2830,4034,2740,4245,2544,2945,3833,3989,4522,1921,1730,1963,2959,2481,2411,"gluP","sugar MFS transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04355",419.27,438.59,421.62,1383.45,1383.18,1396.81,2721.96,2691.87,2597.01,1516.82,1742.08,1692.63,2544.72,2566.05,2517.16,1290.62,1443.15,1319.53,2358,2338,4071,5085,7130,4911,28567,18674,20355,14612,16296,18152,9540,8993,10645,7338,6311,6133,"MJ0326","NCS2 family permease [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04360",4557.81,4530.36,4577.44,9785.13,9850.68,9803.12,7222.42,9042.13,8213.93,9099.41,8899.78,9488.3,10649.13,11518.08,9770.38,10522.15,11511.63,10766.83,37686,35505,64979,52877,74653,50672,111439,92220,94650,128873,122395,149597,58694,59346,60746,87954,74011,73572,"--","Hop family adhesin HopQ [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04370",464.48,476.06,480.88,940.85,943.77,899.33,486.27,512.2,481.15,1160.89,1221.41,1148.09,876.22,1037.79,876.34,1944.31,2195.97,2000.81,1402,1362,2492,1856,2611,1697,2739,1907,2024,6002,6132,6608,1763,1952,1989,5933,5154,4991,"deoD","purine-nucleoside phosphorylase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Nucleotide metabolism;Nucleotide metabolism;Metabolism of cofactors and vitamins","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko00230//Purine metabolism;ko00240//Pyrimidine metabolism;ko00760//Nicotinate and nicotinamide metabolism","K03784;K03784;K03784;K03784;K03784","-","-","-"
"C2R79_RS04375",360.65,342.18,350.33,685.93,672.16,655.99,270.53,245.78,252.74,758.26,727.85,722.08,537.11,566.44,484.11,1114.7,1053.6,1161.25,1926,1732,3212,2394,3290,2190,2696,1619,1881,6936,6465,7353,1912,1885,1944,6018,4375,5125,"deoB","phosphopentomutase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism","Global and overview maps;Nucleotide metabolism;Carbohydrate metabolism","ko01100//Metabolic pathways;ko00230//Purine metabolism;ko00030//Pentose phosphate pathway","K01839;K01839;K01839","-","-","-"
"C2R79_RS04380",646.65,660.57,649.95,1684.46,1701.93,1586.37,1046.02,1033.95,1009.12,2039.16,2129.46,2178.92,1728.12,1888.98,1690.17,3237.22,3151.88,3255.92,3495,3384,6031,5950,8431,5360,10550,6893,7601,18878,19143,22456,6226,6362,6869,17688,13246,14543,"nupC","NupC/NupG family nucleoside CNT transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04390",24.27,24.87,26.24,32.06,32.19,27.37,114.34,119.33,119.4,65.85,68.76,69.41,152.97,173.72,152.56,115.72,120.58,124.02,139,135,258,120,169,98,1222,843,953,646,655,758,584,620,657,670,537,587,"yajR","MFS transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04395",534.42,564.8,546.31,582.83,577.09,587.82,209.68,191.27,220.98,238.24,221.67,233.69,234.89,220.41,223.24,294.96,275.16,243.75,1751,1754,3073,1248,1733,1204,1282,773,1009,1337,1208,1460,513,450,550,977,701,660,"ttcA","tRNA 2-thiocytidine(32) synthetase TtcA [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04400",25.44,29.39,34.1,73.83,74.23,62.97,289.61,232.74,286.83,151.81,154.39,155.95,291.66,304.86,294.8,139.99,124.63,153.66,126,138,290,239,337,195,2677,1422,1980,1288,1272,1473,963,941,1098,701,480,629,"yjbQ","cation:proton antiporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04405",27.47,24.36,21.01,39.97,36.96,35.32,130.05,118.18,137.62,60.71,68.09,58.07,127.17,124.68,114.08,60.68,52.23,69.74,163,137,214,155,201,131,1440,865,1138,617,672,657,503,461,509,364,241,342,"--","HP1184 family multidrug efflux MATE transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04410",18.59,15.23,14.28,70.2,70.13,66.75,211,194.64,193.28,66.27,72.05,65.44,159.91,165.03,185.95,61.62,64.35,69.88,94,73,124,232,325,211,1991,1214,1362,574,606,631,539,520,707,315,253,292,"sotB","sugar transporter [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04415",262.27,271.75,278.94,596.93,615.26,676.05,754.48,680.96,742.22,311.71,324.95,305.41,696.39,607.99,694.67,366.11,307.95,307.14,839,824,1532,1248,1804,1352,4504,2687,3309,1708,1729,1863,1485,1212,1671,1184,766,812,"cah","carbonic anhydrase [Helicobacter pylori]","Metabolism;Metabolism","Global and overview maps;Energy metabolism","ko01100//Metabolic pathways;ko00910//Nitrogen metabolism","K01674;K01674","-","-","-"
"C2R79_RS04420",15.74,14.42,13.49,21.82,26.9,20.43,41.7,29.86,37.51,11.27,11.61,4.67,35.2,33.84,31.6,11.16,8.02,11.5,53,46,78,48,83,43,262,124,176,65,65,30,79,71,80,38,21,32,"--","glycosyltransferase family 8 protein [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04425",1869.9,1803.37,1827.3,1591,1528.05,1471.41,2343.58,2490.22,2479.48,4046.51,3905.97,3905.06,2507.94,2552.32,2384.56,3885.41,4037.45,3996.59,8418,7695,14123,4681,6305,4141,19688,13828,15556,31203,29247,33522,7526,7160,8072,17683,14133,14869,"adhA","NAD(P)-dependent alcohol dehydrogenase [Helicobacter pylori]","-","-","-","-","-","-","-"
"C2R79_RS04430",237.4,221.83,233.55,270.68,279.6,274.15,309.67,370.2,307.19,289.55,300.4,311.37,397.56,445.95,386.7,433.26,466.26,451.77,1032,914,1743,769,1114,745,2512,1985,1861,2156,2172,2581,1152,1208,1264,1904,1576,1623,"glk","glucokinase [Helicobacter pylori]","Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism;Metabolism","Global and overview maps;Global and overview maps;Global and overview maps;Global and overview maps;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Carbohydrate metabolism;Biosynthesis of other secondary metabolites;Biosynthesis of other secondary metabolites","ko01100//Metabolic pathways;ko01110//Biosynthesis of secondary metabolites;ko01120//Microbial metabolism in diverse environments;ko01200//Carbon metabolism;ko00520//Amino sugar and nucleotide sugar metabolism;ko00010//Glycolysis / Gluconeogenesis;ko00052//Galactose metabolism;ko00500//Starch and sucrose metabolism;ko00521//Streptomycin biosynthesis;ko00524//Neomycin, kanamycin and gentamicin biosynthesis","K00845;K00845;K00845;K00845;K00845;K00845;K00845;K00845;K00845;K00845","-","-","-"
